FollowUpID,LeadID,FollowUpDate,CallDuration,ResponseTimeMins,SiteVisit
2540_2,2540,2024-01-10,2,11,No
2540_3,2540,2024-01-11,13,53,No
2540_4,2540,2024-01-12,2,12,No
2541_0,2541,2024-05-07,9,95,No
2542_0,2542,2024-11-06,11,107,Yes
2542_1,2542,2024-11-07,4,106,No
2543_0,2543,2024-04-04,11,73,No
2543_1,2543,2024-04-05,3,106,Yes
2543_2,2543,2024-04-06,12,75,No
2544_0,2544,2024-11-25,4,35,No
2545_0,2545,2024-04-17,2,29,No
2545_1,2545,2024-04-18,8,10,No
2545_2,2545,2024-04-19,8,99,No
2545_3,2545,2024-04-20,9,46,No
2546_0,2546,2024-06-17,8,36,Yes
2546_1,2546,2024-06-18,8,23,Yes
2546_2,2546,2024-06-19,2,115,No
2546_3,2546,2024-06-20,3,88,No
2546_4,2546,2024-06-21,9,26,No
2547_0,2547,2024-07-15,10,89,Yes
2547_1,2547,2024-07-16,9,14,No
2547_2,2547,2024-07-17,9,31,No
2547_3,2547,2024-07-18,9,32,Yes
2548_0,2548,2024-08-14,2,106,No
2548_1,2548,2024-08-15,11,5,No
2548_2,2548,2024-08-16,10,2,No
2548_3,2548,2024-08-17,14,109,Yes
2548_4,2548,2024-08-18,3,39,No
2549_0,2549,2024-02-06,4,92,No
2549_1,2549,2024-02-07,6,64,Yes
2549_2,2549,2024-02-08,6,17,No
2549_3,2549,2024-02-09,10,35,No
2550_0,2550,2024-12-31,2,9,Yes
2550_1,2550,2025-01-01,1,109,No
2550_2,2550,2025-01-02,2,57,Yes
2550_3,2550,2025-01-03,13,54,Yes
2551_0,2551,2024-10-21,2,100,No
2551_1,2551,2024-10-22,5,112,No
2552_0,2552,2024-08-26,1,57,No
2552_1,2552,2024-08-27,1,97,Yes
2553_0,2553,2024-09-06,7,6,Yes
2553_1,2553,2024-09-07,15,66,No
2554_0,2554,2024-05-21,14,36,No
2554_1,2554,2024-05-22,14,62,No
2554_2,2554,2024-05-23,15,37,Yes
2555_0,2555,2024-07-31,7,23,No
2556_0,2556,2024-01-29,8,50,No
2556_1,2556,2024-01-30,1,77,Yes
2557_0,2557,2024-08-05,3,1,No
2558_0,2558,2024-12-04,2,7,No
2558_1,2558,2024-12-05,10,47,No
2558_2,2558,2024-12-06,5,20,No
2558_3,2558,2024-12-07,5,115,No
2558_4,2558,2024-12-08,15,108,No
2559_0,2559,2024-01-21,15,77,Yes
2560_0,2560,2024-10-02,11,48,No
2560_1,2560,2024-10-03,9,114,No
2560_2,2560,2024-10-04,9,118,No
2560_3,2560,2024-10-05,14,58,No
2560_4,2560,2024-10-06,1,86,No
2561_0,2561,2024-07-23,5,9,No
2562_0,2562,2024-04-26,9,90,No
2562_1,2562,2024-04-27,6,76,No
2562_2,2562,2024-04-28,15,89,Yes
2563_0,2563,2024-02-26,6,47,No
2563_1,2563,2024-02-27,9,74,No
2563_2,2563,2024-02-28,3,107,No
2563_3,2563,2024-02-29,2,53,Yes
2563_4,2563,2024-03-01,10,54,No
2564_0,2564,2024-11-08,2,80,No
2565_0,2565,2024-03-24,13,36,No
2565_1,2565,2024-03-25,9,75,Yes
2565_2,2565,2024-03-26,3,70,No
2565_3,2565,2024-03-27,10,114,No
2566_0,2566,2024-07-31,5,92,No
2566_1,2566,2024-08-01,11,84,No
2567_0,2567,2024-12-19,7,47,Yes
2567_1,2567,2024-12-20,1,103,No
2567_2,2567,2024-12-21,5,18,No
2568_0,2568,2024-07-07,3,64,No
2568_1,2568,2024-07-08,9,74,Yes
2568_2,2568,2024-07-09,1,118,No
2568_3,2568,2024-07-10,5,44,Yes
2568_4,2568,2024-07-11,2,58,No
2569_0,2569,2024-02-15,4,27,No
2569_1,2569,2024-02-16,15,41,Yes
2569_2,2569,2024-02-17,13,7,No
2569_3,2569,2024-02-18,14,71,No
2570_0,2570,2024-05-15,14,34,Yes
2570_1,2570,2024-05-16,6,48,No
2570_2,2570,2024-05-17,4,103,Yes
2571_0,2571,2024-02-12,6,37,No
2571_1,2571,2024-02-13,11,99,No
2571_2,2571,2024-02-14,8,120,Yes
2571_3,2571,2024-02-15,7,97,No
2571_4,2571,2024-02-16,10,59,No
2572_0,2572,2024-11-14,14,8,No
2572_1,2572,2024-11-15,12,107,Yes
2572_2,2572,2024-11-16,6,85,No
2572_3,2572,2024-11-17,11,42,Yes
2573_0,2573,2024-10-31,7,25,Yes
2574_0,2574,2024-01-13,15,114,No
2575_0,2575,2024-08-27,1,2,No
2575_1,2575,2024-08-28,7,86,No
2576_0,2576,2024-01-10,14,103,Yes
2576_1,2576,2024-01-11,11,9,Yes
2576_2,2576,2024-01-12,14,111,No
2576_3,2576,2024-01-13,4,120,Yes
2576_4,2576,2024-01-14,14,78,No
2577_0,2577,2024-04-26,6,43,No
2577_1,2577,2024-04-27,3,53,Yes
2578_0,2578,2024-04-03,3,97,No
2578_1,2578,2024-04-04,9,24,No
2579_0,2579,2024-10-25,3,87,No
2580_0,2580,2024-03-17,13,23,No
2581_0,2581,2024-09-11,13,10,No
2581_1,2581,2024-09-12,2,94,Yes
2581_2,2581,2024-09-13,6,64,No
2581_3,2581,2024-09-14,6,30,No
2582_0,2582,2024-02-09,12,86,No
2582_1,2582,2024-02-10,7,96,No
2583_0,2583,2024-05-29,11,44,No
2584_0,2584,2024-07-05,9,67,Yes
2584_1,2584,2024-07-06,12,40,No
2585_0,2585,2024-07-21,9,59,No
2586_0,2586,2024-05-09,3,67,Yes
2587_0,2587,2024-07-08,10,7,No
2587_1,2587,2024-07-09,3,11,No
2587_2,2587,2024-07-10,7,41,No
2587_3,2587,2024-07-11,10,54,No
2588_0,2588,2024-03-05,5,53,No
2589_0,2589,2024-12-01,5,96,No
2589_1,2589,2024-12-02,7,91,Yes
2589_2,2589,2024-12-03,13,68,No
2589_3,2589,2024-12-04,12,87,No
2590_0,2590,2024-05-16,9,68,Yes
2590_1,2590,2024-05-17,9,99,Yes
2590_2,2590,2024-05-18,1,67,Yes
2590_3,2590,2024-05-19,5,118,No
2591_0,2591,2024-12-06,13,32,No
2591_1,2591,2024-12-07,11,24,Yes
2591_2,2591,2024-12-08,15,69,No
2592_0,2592,2024-07-26,1,48,No
2592_1,2592,2024-07-27,6,88,No
2593_0,2593,2024-07-03,7,26,No
2594_0,2594,2024-01-18,10,104,No
2594_1,2594,2024-01-19,15,88,Yes
2594_2,2594,2024-01-20,6,42,No
2595_0,2595,2024-01-18,3,118,No
2596_0,2596,2024-06-28,15,4,Yes
2596_1,2596,2024-06-29,13,27,Yes
2596_2,2596,2024-06-30,4,30,No
2596_3,2596,2024-07-01,12,59,No
2597_0,2597,2024-09-30,1,89,Yes
2597_1,2597,2024-10-01,10,117,Yes
2598_0,2598,2024-04-20,4,99,Yes
2599_0,2599,2024-06-02,10,7,Yes
2599_1,2599,2024-06-03,5,33,No
2599_2,2599,2024-06-04,14,83,No
2599_3,2599,2024-06-05,6,97,Yes
2600_0,2600,2024-07-12,5,53,No
2600_1,2600,2024-07-13,9,79,No
2601_0,2601,2024-01-07,5,41,No
2601_1,2601,2024-01-08,2,34,Yes
2601_2,2601,2024-01-09,9,22,No
2602_0,2602,2024-01-26,1,3,Yes
2603_0,2603,2024-08-07,6,43,No
2604_0,2604,2024-07-27,9,97,Yes
2604_1,2604,2024-07-28,1,74,No
2604_2,2604,2024-07-29,10,81,No
2604_3,2604,2024-07-30,8,30,No
2604_4,2604,2024-07-31,6,9,Yes
2605_0,2605,2024-07-11,1,13,No
2605_1,2605,2024-07-12,13,2,No
2605_2,2605,2024-07-13,9,61,No
2606_0,2606,2024-09-01,10,93,No
2606_1,2606,2024-09-02,14,6,No
2607_0,2607,2024-03-16,7,94,No
2608_0,2608,2024-12-18,5,21,Yes
2609_0,2609,2024-03-18,4,59,No
2610_0,2610,2024-03-10,6,44,No
2610_1,2610,2024-03-11,9,96,No
2611_0,2611,2024-06-07,13,84,No
2611_1,2611,2024-06-08,1,36,No
2611_2,2611,2024-06-09,3,43,No
2611_3,2611,2024-06-10,11,111,No
2611_4,2611,2024-06-11,1,102,No
2612_0,2612,2024-01-11,11,30,No
2612_1,2612,2024-01-12,2,62,Yes
2612_2,2612,2024-01-13,9,106,No
2612_3,2612,2024-01-14,8,21,Yes
2612_4,2612,2024-01-15,12,51,No
2613_0,2613,2024-11-11,8,40,No
2613_1,2613,2024-11-12,6,91,Yes
2613_2,2613,2024-11-13,13,100,No
2613_3,2613,2024-11-14,10,72,No
2614_0,2614,2024-12-09,11,87,No
2615_0,2615,2024-09-22,10,119,No
2615_1,2615,2024-09-23,3,31,Yes
2615_2,2615,2024-09-24,5,58,No
2616_0,2616,2024-09-17,2,58,No
2617_0,2617,2024-08-09,3,83,No
2617_1,2617,2024-08-10,1,80,Yes
2617_2,2617,2024-08-11,4,98,No
2617_3,2617,2024-08-12,6,41,No
2618_0,2618,2024-08-02,13,93,No
2618_1,2618,2024-08-03,4,100,No
2619_0,2619,2024-12-31,7,20,No
2619_1,2619,2025-01-01,14,7,No
2619_2,2619,2025-01-02,14,47,No
2620_0,2620,2024-01-10,1,95,No
2620_1,2620,2024-01-11,11,31,No
2620_2,2620,2024-01-12,11,32,No
2620_3,2620,2024-01-13,1,26,No
2621_0,2621,2024-08-27,6,12,No
2621_1,2621,2024-08-28,4,24,Yes
2621_2,2621,2024-08-29,2,14,No
2622_0,2622,2024-03-30,10,11,Yes
2622_1,2622,2024-03-31,2,36,Yes
2622_2,2622,2024-04-01,10,46,No
2623_0,2623,2024-01-07,10,9,No
2624_0,2624,2024-07-17,14,4,Yes
2624_1,2624,2024-07-18,15,102,No
2624_2,2624,2024-07-19,14,92,Yes
2624_3,2624,2024-07-20,5,24,No
2625_0,2625,2024-02-01,5,120,Yes
2625_1,2625,2024-02-02,1,82,Yes
2625_2,2625,2024-02-03,9,103,No
2625_3,2625,2024-02-04,5,29,No
2626_0,2626,2024-02-27,15,19,No
2626_1,2626,2024-02-28,3,72,No
2627_0,2627,2024-10-12,14,76,No
2627_1,2627,2024-10-13,13,90,Yes
2627_2,2627,2024-10-14,13,53,No
2627_3,2627,2024-10-15,8,54,Yes
2627_4,2627,2024-10-16,11,84,Yes
2628_0,2628,2024-05-01,15,119,No
2629_0,2629,2024-12-18,13,103,No
2629_1,2629,2024-12-19,15,55,No
2629_2,2629,2024-12-20,13,103,Yes
2629_3,2629,2024-12-21,14,3,No
2630_0,2630,2024-02-25,1,9,Yes
2630_1,2630,2024-02-26,8,35,No
2630_2,2630,2024-02-27,3,11,No
2630_3,2630,2024-02-28,10,109,No
2630_4,2630,2024-02-29,8,46,No
2631_0,2631,2024-11-26,11,30,No
2632_0,2632,2024-04-24,5,117,Yes
2632_1,2632,2024-04-25,3,7,No
2632_2,2632,2024-04-26,2,114,Yes
2632_3,2632,2024-04-27,1,100,No
2633_0,2633,2024-03-12,11,61,No
2633_1,2633,2024-03-13,6,58,Yes
2633_2,2633,2024-03-14,13,88,No
2634_0,2634,2024-04-25,10,119,No
2634_1,2634,2024-04-26,6,80,Yes
2634_2,2634,2024-04-27,8,8,No
2635_0,2635,2024-05-17,2,10,Yes
2636_0,2636,2024-01-08,5,49,No
2637_0,2637,2024-11-05,12,96,No
2637_1,2637,2024-11-06,12,7,Yes
2637_2,2637,2024-11-07,12,95,Yes
2637_3,2637,2024-11-08,3,61,No
2638_0,2638,2024-02-01,8,1,No
2638_1,2638,2024-02-02,11,73,No
2638_2,2638,2024-02-03,9,110,No
2638_3,2638,2024-02-04,14,5,No
2639_0,2639,2024-09-06,6,48,No
2639_1,2639,2024-09-07,1,71,Yes
2639_2,2639,2024-09-08,2,66,No
2640_0,2640,2024-06-17,9,87,No
2640_1,2640,2024-06-18,13,102,Yes
2640_2,2640,2024-06-19,4,50,No
2640_3,2640,2024-06-20,15,18,No
2641_0,2641,2024-07-29,1,66,No
2641_1,2641,2024-07-30,8,107,Yes
2641_2,2641,2024-07-31,2,49,Yes
2641_3,2641,2024-08-01,7,81,Yes
2641_4,2641,2024-08-02,10,50,Yes
2642_0,2642,2024-02-16,2,74,No
2642_1,2642,2024-02-17,1,28,Yes
2643_0,2643,2024-07-18,12,6,No
2643_1,2643,2024-07-19,15,9,No
2643_2,2643,2024-07-20,7,66,Yes
2643_3,2643,2024-07-21,12,72,No
2644_0,2644,2024-08-10,8,114,Yes
2644_1,2644,2024-08-11,9,51,No
2645_0,2645,2024-02-14,13,79,Yes
2645_1,2645,2024-02-15,4,49,Yes
2645_2,2645,2024-02-16,11,48,Yes
2646_0,2646,2024-10-21,5,89,Yes
2646_1,2646,2024-10-22,3,36,No
2647_0,2647,2024-11-21,10,54,No
2647_1,2647,2024-11-22,14,105,No
2647_2,2647,2024-11-23,8,111,No
2647_3,2647,2024-11-24,1,52,No
2648_0,2648,2024-11-27,6,106,No
2649_0,2649,2024-06-22,7,103,No
2649_1,2649,2024-06-23,8,36,Yes
2650_0,2650,2024-04-14,8,120,No
2650_1,2650,2024-04-15,15,118,No
2650_2,2650,2024-04-16,2,31,No
2651_0,2651,2024-11-30,5,10,Yes
2652_0,2652,2024-07-31,15,80,Yes
2652_1,2652,2024-08-01,2,119,No
2652_2,2652,2024-08-02,7,91,No
2653_0,2653,2024-03-05,11,54,Yes
2654_0,2654,2024-07-16,9,115,No
2654_1,2654,2024-07-17,2,33,No
2655_0,2655,2024-12-11,3,49,No
2656_0,2656,2024-07-26,6,119,No
2657_0,2657,2024-07-20,14,75,No
2657_1,2657,2024-07-21,7,51,No
2657_2,2657,2024-07-22,7,116,Yes
2657_3,2657,2024-07-23,11,85,Yes
2657_4,2657,2024-07-24,15,17,Yes
2658_0,2658,2024-01-09,6,86,Yes
2658_1,2658,2024-01-10,2,45,Yes
2658_2,2658,2024-01-11,2,40,No
2659_0,2659,2024-12-23,6,86,No
2660_0,2660,2024-01-14,7,73,No
2660_1,2660,2024-01-15,11,35,Yes
2661_0,2661,2024-08-04,12,107,No
2661_1,2661,2024-08-05,11,21,No
2661_2,2661,2024-08-06,9,6,No
2661_3,2661,2024-08-07,1,118,No
2661_4,2661,2024-08-08,2,101,No
2662_0,2662,2024-09-17,4,54,No
2663_0,2663,2024-12-10,14,9,No
2663_1,2663,2024-12-11,8,70,No
2663_2,2663,2024-12-12,12,54,No
2663_3,2663,2024-12-13,4,115,Yes
2663_4,2663,2024-12-14,7,79,Yes
2664_0,2664,2024-09-20,10,99,No
2665_0,2665,2024-08-01,7,108,No
2665_1,2665,2024-08-02,14,96,Yes
2665_2,2665,2024-08-03,12,44,No
2666_0,2666,2024-02-21,2,39,No
2666_1,2666,2024-02-22,12,30,No
2666_2,2666,2024-02-23,14,6,No
2666_3,2666,2024-02-24,9,35,Yes
2666_4,2666,2024-02-25,11,101,No
2667_0,2667,2024-07-26,9,108,Yes
2667_1,2667,2024-07-27,8,34,No
2667_2,2667,2024-07-28,13,72,No
2668_0,2668,2024-10-28,5,81,No
2668_1,2668,2024-10-29,5,115,Yes
2668_2,2668,2024-10-30,8,2,Yes
2668_3,2668,2024-10-31,6,6,Yes
2668_4,2668,2024-11-01,11,50,No
2669_0,2669,2024-02-13,13,100,No
2670_0,2670,2024-11-27,11,81,No
2671_0,2671,2024-04-10,1,108,No
2671_1,2671,2024-04-11,3,52,No
2671_2,2671,2024-04-12,10,13,No
2671_3,2671,2024-04-13,1,105,Yes
2672_0,2672,2024-11-04,2,76,Yes
2672_1,2672,2024-11-05,9,63,Yes
2672_2,2672,2024-11-06,15,50,No
2672_3,2672,2024-11-07,5,41,No
2672_4,2672,2024-11-08,15,92,No
2673_0,2673,2024-01-26,8,97,No
2673_1,2673,2024-01-27,6,99,No
2673_2,2673,2024-01-28,3,22,No
2673_3,2673,2024-01-29,15,105,Yes
2673_4,2673,2024-01-30,1,116,No
2674_0,2674,2024-07-06,14,67,No
2674_1,2674,2024-07-07,2,16,Yes
2674_2,2674,2024-07-08,4,87,No
2674_3,2674,2024-07-09,12,15,No
2675_0,2675,2024-10-01,8,88,No
2675_1,2675,2024-10-02,4,23,No
2676_0,2676,2024-09-01,6,87,Yes
2677_0,2677,2024-12-26,1,23,No
2677_1,2677,2024-12-27,5,71,No
2677_2,2677,2024-12-28,7,118,Yes
2677_3,2677,2024-12-29,10,98,Yes
2678_0,2678,2024-11-21,8,105,No
2678_1,2678,2024-11-22,13,95,No
2678_2,2678,2024-11-23,8,16,No
2679_0,2679,2024-12-12,12,85,No
2679_1,2679,2024-12-13,9,26,No
2679_2,2679,2024-12-14,11,112,No
2679_3,2679,2024-12-15,14,97,Yes
2680_0,2680,2024-11-15,12,45,No
2680_1,2680,2024-11-16,6,35,No
2681_0,2681,2024-04-15,2,30,No
2682_0,2682,2024-01-22,5,30,No
2682_1,2682,2024-01-23,9,66,No
2683_0,2683,2024-06-13,1,19,Yes
2683_1,2683,2024-06-14,14,61,Yes
2683_2,2683,2024-06-15,2,59,No
2684_0,2684,2024-12-04,15,30,No
2685_0,2685,2024-06-25,5,65,No
2685_1,2685,2024-06-26,3,102,Yes
2685_2,2685,2024-06-27,5,49,No
2686_0,2686,2024-01-07,12,71,No
2686_1,2686,2024-01-08,1,113,No
2686_2,2686,2024-01-09,1,101,No
2686_3,2686,2024-01-10,11,13,No
2687_0,2687,2024-09-09,2,38,Yes
2687_1,2687,2024-09-10,7,114,No
2687_2,2687,2024-09-11,7,83,No
2687_3,2687,2024-09-12,4,31,No
2687_4,2687,2024-09-13,5,58,No
2688_0,2688,2024-02-18,3,78,No
2688_1,2688,2024-02-19,12,57,Yes
2688_2,2688,2024-02-20,14,102,No
2688_3,2688,2024-02-21,1,2,No
2688_4,2688,2024-02-22,8,2,Yes
2689_0,2689,2024-10-08,4,83,Yes
2690_0,2690,2024-09-02,14,52,No
2690_1,2690,2024-09-03,7,77,Yes
2690_2,2690,2024-09-04,8,117,No
2690_3,2690,2024-09-05,3,67,No
2690_4,2690,2024-09-06,3,32,No
2691_0,2691,2024-05-30,8,23,No
2691_1,2691,2024-05-31,9,119,No
2691_2,2691,2024-06-01,3,63,No
2691_3,2691,2024-06-02,14,12,No
2692_0,2692,2024-01-31,8,98,No
2692_1,2692,2024-02-01,1,101,No
2692_2,2692,2024-02-02,14,51,Yes
2692_3,2692,2024-02-03,7,114,Yes
2692_4,2692,2024-02-04,12,21,No
2693_0,2693,2024-10-10,2,51,No
2694_0,2694,2024-07-17,11,116,No
2694_1,2694,2024-07-18,8,87,Yes
2695_0,2695,2024-11-12,7,105,No
2695_1,2695,2024-11-13,5,39,No
2695_2,2695,2024-11-14,11,22,No
2695_3,2695,2024-11-15,11,102,Yes
2695_4,2695,2024-11-16,6,67,No
2696_0,2696,2024-02-01,15,29,Yes
2696_1,2696,2024-02-02,1,80,No
2696_2,2696,2024-02-03,6,37,No
2697_0,2697,2024-01-19,4,104,No
2698_0,2698,2024-02-02,5,100,No
2698_1,2698,2024-02-03,15,19,No
2698_2,2698,2024-02-04,4,15,Yes
2698_3,2698,2024-02-05,8,48,No
2698_4,2698,2024-02-06,8,78,Yes
2699_0,2699,2024-06-28,5,88,Yes
2699_1,2699,2024-06-29,11,25,No
2699_2,2699,2024-06-30,5,10,Yes
2700_0,2700,2024-08-22,3,105,No
2700_1,2700,2024-08-23,7,9,Yes
2700_2,2700,2024-08-24,10,96,No
2700_3,2700,2024-08-25,4,34,No
2700_4,2700,2024-08-26,13,56,Yes
2701_0,2701,2024-08-19,13,111,No
2701_1,2701,2024-08-20,4,56,Yes
2701_2,2701,2024-08-21,15,7,No
2701_3,2701,2024-08-22,9,62,No
2702_0,2702,2024-11-19,2,39,No
2702_1,2702,2024-11-20,12,5,Yes
2703_0,2703,2024-10-13,4,39,Yes
2703_1,2703,2024-10-14,7,38,Yes
2703_2,2703,2024-10-15,11,111,Yes
2703_3,2703,2024-10-16,8,33,No
2703_4,2703,2024-10-17,15,46,No
2704_0,2704,2024-09-13,11,22,No
2705_0,2705,2024-07-04,3,26,No
2705_1,2705,2024-07-05,3,80,No
2705_2,2705,2024-07-06,11,77,Yes
2705_3,2705,2024-07-07,3,25,Yes
2706_0,2706,2024-02-04,5,47,No
2706_1,2706,2024-02-05,10,1,No
2707_0,2707,2024-07-01,6,22,No
2707_1,2707,2024-07-02,10,60,Yes
2707_2,2707,2024-07-03,6,26,No
2707_3,2707,2024-07-04,5,33,No
2708_0,2708,2024-02-14,6,44,No
2709_0,2709,2024-04-20,1,74,No
2710_0,2710,2024-12-10,13,26,Yes
2710_1,2710,2024-12-11,12,38,No
2710_2,2710,2024-12-12,15,83,No
2710_3,2710,2024-12-13,7,7,No
2711_0,2711,2024-02-24,2,4,No
2711_1,2711,2024-02-25,11,77,Yes
2711_2,2711,2024-02-26,4,25,No
2711_3,2711,2024-02-27,7,101,No
2712_0,2712,2024-07-27,5,97,No
2712_1,2712,2024-07-28,11,41,No
2712_2,2712,2024-07-29,7,71,No
2712_3,2712,2024-07-30,3,59,No
2713_0,2713,2024-11-30,7,10,Yes
2713_1,2713,2024-12-01,9,82,No
2713_2,2713,2024-12-02,5,91,No
2713_3,2713,2024-12-03,11,113,No
2713_4,2713,2024-12-04,9,19,No
2714_0,2714,2024-11-25,14,13,No
2715_0,2715,2024-12-05,10,75,No
2715_1,2715,2024-12-06,2,77,No
2716_0,2716,2024-08-14,15,53,No
2716_1,2716,2024-08-15,6,20,Yes
2716_2,2716,2024-08-16,14,19,Yes
2716_3,2716,2024-08-17,13,34,Yes
2716_4,2716,2024-08-18,1,113,No
2717_0,2717,2024-12-13,1,56,Yes
2717_1,2717,2024-12-14,15,65,Yes
2717_2,2717,2024-12-15,10,96,No
2717_3,2717,2024-12-16,4,48,Yes
2718_0,2718,2024-02-13,4,99,Yes
2718_1,2718,2024-02-14,4,51,No
2718_2,2718,2024-02-15,9,58,No
2719_0,2719,2024-11-03,14,111,No
2719_1,2719,2024-11-04,14,81,No
2720_0,2720,2024-11-22,12,36,No
2720_1,2720,2024-11-23,10,41,No
2720_2,2720,2024-11-24,1,35,Yes
2720_3,2720,2024-11-25,14,72,No
2720_4,2720,2024-11-26,13,69,No
2721_0,2721,2024-03-13,1,96,No
2722_0,2722,2024-06-01,3,94,No
2723_0,2723,2024-01-24,14,49,No
2723_1,2723,2024-01-25,4,71,No
2723_2,2723,2024-01-26,12,11,No
2723_3,2723,2024-01-27,15,15,No
2723_4,2723,2024-01-28,11,115,No
2724_0,2724,2024-06-24,9,31,No
2724_1,2724,2024-06-25,12,111,No
2724_2,2724,2024-06-26,6,61,No
2724_3,2724,2024-06-27,10,46,No
2724_4,2724,2024-06-28,3,117,No
2725_0,2725,2024-11-08,2,81,Yes
2725_1,2725,2024-11-09,14,53,No
2726_0,2726,2024-03-27,6,76,No
2726_1,2726,2024-03-28,13,55,No
2726_2,2726,2024-03-29,4,46,No
2726_3,2726,2024-03-30,12,18,Yes
2726_4,2726,2024-03-31,6,20,No
2727_0,2727,2024-07-11,10,66,No
2728_0,2728,2024-12-28,7,76,No
2728_1,2728,2024-12-29,1,45,Yes
2729_0,2729,2024-05-20,8,68,No
2729_1,2729,2024-05-21,9,117,No
2729_2,2729,2024-05-22,13,104,No
2730_0,2730,2024-06-16,10,68,No
2730_1,2730,2024-06-17,5,68,No
2730_2,2730,2024-06-18,3,77,Yes
2730_3,2730,2024-06-19,1,118,No
2731_0,2731,2024-08-11,9,105,No
2731_1,2731,2024-08-12,14,31,No
2732_0,2732,2024-12-16,13,35,No
2732_1,2732,2024-12-17,13,25,No
2732_2,2732,2024-12-18,14,62,No
2732_3,2732,2024-12-19,12,8,No
2733_0,2733,2024-10-25,4,47,No
2733_1,2733,2024-10-26,5,3,Yes
2734_0,2734,2024-08-26,12,27,Yes
2734_1,2734,2024-08-27,14,85,Yes
2735_0,2735,2024-02-02,15,80,No
2736_0,2736,2024-06-19,12,58,No
2737_0,2737,2024-06-07,8,87,No
2738_0,2738,2024-09-14,5,42,No
2739_0,2739,2024-09-28,6,88,Yes
2739_1,2739,2024-09-29,1,71,No
2739_2,2739,2024-09-30,2,111,No
2739_3,2739,2024-10-01,12,90,No
2739_4,2739,2024-10-02,8,85,No
2740_0,2740,2024-11-17,14,17,No
2740_1,2740,2024-11-18,13,104,Yes
2740_2,2740,2024-11-19,6,104,No
2741_0,2741,2024-02-05,1,16,No
2741_1,2741,2024-02-06,7,29,No
2742_0,2742,2024-03-18,4,98,No
2742_1,2742,2024-03-19,8,105,No
2742_2,2742,2024-03-20,6,3,No
2742_3,2742,2024-03-21,14,75,No
2743_0,2743,2024-05-18,2,57,Yes
2743_1,2743,2024-05-19,14,86,No
2743_2,2743,2024-05-20,14,75,Yes
2744_0,2744,2024-10-15,15,47,Yes
2744_1,2744,2024-10-16,1,67,No
2744_2,2744,2024-10-17,2,71,No
2745_0,2745,2024-07-15,4,7,Yes
2745_1,2745,2024-07-16,7,107,No
2745_2,2745,2024-07-17,4,97,No
2745_3,2745,2024-07-18,2,21,No
2746_0,2746,2024-09-22,12,9,Yes
2746_1,2746,2024-09-23,12,108,Yes
2747_0,2747,2024-10-18,6,102,Yes
2747_1,2747,2024-10-19,15,43,No
2747_2,2747,2024-10-20,1,100,No
2747_3,2747,2024-10-21,5,97,No
2747_4,2747,2024-10-22,9,47,No
2748_0,2748,2024-04-26,14,73,Yes
2748_1,2748,2024-04-27,2,26,No
2748_2,2748,2024-04-28,2,27,No
2748_3,2748,2024-04-29,12,46,No
2748_4,2748,2024-04-30,13,5,No
2749_0,2749,2024-09-02,4,66,Yes
2749_1,2749,2024-09-03,15,56,No
2749_2,2749,2024-09-04,15,35,No
2750_0,2750,2024-06-03,10,75,No
2750_1,2750,2024-06-04,15,40,No
2751_0,2751,2024-09-06,1,56,No
2751_1,2751,2024-09-07,3,90,No
2751_2,2751,2024-09-08,8,104,No
2751_3,2751,2024-09-09,8,76,Yes
2752_0,2752,2024-06-20,2,85,Yes
2753_0,2753,2024-11-12,14,44,Yes
2753_1,2753,2024-11-13,13,114,Yes
2753_2,2753,2024-11-14,7,105,No
2754_0,2754,2024-10-04,2,48,No
2754_1,2754,2024-10-05,14,101,No
2754_2,2754,2024-10-06,4,41,No
2755_0,2755,2024-07-01,14,26,Yes
2755_1,2755,2024-07-02,4,53,No
2756_0,2756,2024-04-05,12,27,No
2756_1,2756,2024-04-06,9,74,No
2756_2,2756,2024-04-07,9,78,No
2756_3,2756,2024-04-08,2,113,No
2756_4,2756,2024-04-09,10,68,Yes
2757_0,2757,2024-03-13,9,101,No
2757_1,2757,2024-03-14,11,92,No
2757_2,2757,2024-03-15,2,96,No
2758_0,2758,2024-04-15,12,14,Yes
2759_0,2759,2024-03-21,15,98,No
2759_1,2759,2024-03-22,11,112,No
2759_2,2759,2024-03-23,7,54,Yes
2760_0,2760,2024-07-20,15,9,Yes
2760_1,2760,2024-07-21,9,72,Yes
2760_2,2760,2024-07-22,5,14,Yes
2761_0,2761,2024-03-11,3,92,No
2761_1,2761,2024-03-12,15,92,Yes
2761_2,2761,2024-03-13,15,58,No
2762_0,2762,2024-09-18,13,56,No
2763_0,2763,2024-01-08,6,55,Yes
2763_1,2763,2024-01-09,15,102,Yes
2764_0,2764,2024-04-04,4,30,No
2765_0,2765,2024-11-09,13,10,No
2766_0,2766,2024-10-14,3,103,No
2766_1,2766,2024-10-15,15,66,No
2766_2,2766,2024-10-16,7,115,Yes
2767_0,2767,2024-12-21,12,50,No
2767_1,2767,2024-12-22,7,81,No
2767_2,2767,2024-12-23,13,116,Yes
2768_0,2768,2024-12-15,15,50,No
2769_0,2769,2024-02-29,2,13,Yes
2769_1,2769,2024-03-01,13,64,No
2769_2,2769,2024-03-02,14,12,No
2770_0,2770,2024-03-14,5,19,Yes
2771_0,2771,2024-09-14,13,17,No
2771_1,2771,2024-09-15,8,28,Yes
