BookingID,LeadID,BookingDate,BookingAmount,PaymentStatus
B3263,3263,2024-07-18,7067998.785511579,Pending
B3264,3264,2025-01-20,6057725.833025431,Pending
B3271,3271,2024-10-22,18112457.56592684,Pending
B3274,3274,2024-04-03,15004451.510043602,Pending
B3285,3285,2025-01-02,5203516.779410174,Pending
B3289,3289,2024-04-27,10341055.200931786,Pending
B3294,3294,2024-04-21,16725991.013499971,Partial
B3295,3295,2024-01-31,10623849.581475291,Partial
B3303,3303,2024-12-28,4862786.245672788,Paid
B3306,3306,2025-01-07,4427344.056927845,Partial
B3307,3307,2024-05-12,21566855.779649943,Paid
B3308,3308,2024-07-23,20145185.19778034,Pending
B3314,3314,2024-02-05,4948601.260532657,Paid
B3319,3319,2024-02-25,15357100.225079222,Paid
B3334,3334,2024-04-25,11844579.131778546,Paid
B3336,3336,2024-10-28,10237167.03720238,Partial
B3339,3339,2024-04-16,5015877.819752392,Partial
B3345,3345,2024-05-31,18292930.13960125,Partial
B3352,3352,2025-01-16,11598656.963916514,Partial
B3353,3353,2024-11-13,6001353.219527057,Paid
B3354,3354,2024-05-25,16429744.600207014,Partial
B3366,3366,2024-02-10,12951393.615053292,Pending
B3369,3369,2024-03-07,14273200.921617279,Pending
B3374,3374,2024-07-01,6685420.022845532,Paid
B3378,3378,2024-05-02,13587250.01103367,Paid
B3384,3384,2024-07-30,9174199.23535148,Partial
B3390,3390,2024-03-04,15499661.917768676,Paid
B3391,3391,2024-05-09,8153700.996986856,Pending
B3408,3408,2024-02-03,12929085.931693463,Pending
B3411,3411,2025-01-06,16342367.252387384,Paid
B3412,3412,2024-07-11,15232403.116167001,Partial
B3417,3417,2024-02-12,4145737.755438059,Paid
B3419,3419,2024-09-10,18811790.187952302,Partial
B3420,3420,2024-11-28,17752635.067628425,Pending
B3430,3430,2024-04-13,13593658.573210374,Partial
B3447,3447,2024-06-02,3433967.575581321,Pending
B3471,3471,2024-12-07,16663779.003519993,Pending
B3475,3475,2024-01-13,11220739.69536526,Partial
B3477,3477,2024-11-23,11977255.718072493,Paid
B3481,3481,2025-01-14,12065372.167419415,Pending
B3483,3483,2024-03-03,14721884.84924974,Pending
B3495,3495,2024-02-14,13272191.04922384,Pending
B3499,3499,2025-01-04,10301426.569811977,Partial
B3503,3503,2024-08-04,15901422.932836052,Pending
B3519,3519,2024-07-17,11902267.925698148,Partial
B3522,3522,2024-08-20,14991568.22708493,Paid
B3525,3525,2024-08-02,9045421.124380706,Paid
B3545,3545,2024-10-28,10556970.48718779,Paid
B3548,3548,2024-04-23,17942000.08177305,Partial
B3549,3549,2024-11-13,9511096.229195738,Paid
B3553,3553,2024-04-05,18433792.359189853,Partial
B3556,3556,2025-02-17,20685564.39870679,Partial
B3562,3562,2024-03-24,18662375.820770904,Paid
B3563,3563,2024-08-29,17477066.288582,Partial
B3581,3581,2024-04-27,6219956.774221537,Pending
B3589,3589,2024-04-24,3691561.7709502527,Pending
B3593,3593,2024-08-19,16748343.319714997,Pending
B3597,3597,2024-12-19,12847178.411019407,Paid
B3616,3616,2024-12-28,18825967.484389696,Pending
B3633,3633,2024-05-24,7817101.083147926,Paid
B3637,3637,2024-09-27,14377510.526979413,Partial
B3645,3645,2025-01-18,7684562.299337922,Pending
B3655,3655,2025-02-25,17892850.321787894,Partial
B3668,3668,2024-05-08,7791865.102748068,Pending
B3675,3675,2025-01-31,12482449.903805127,Paid
B3684,3684,2024-10-22,3864569.2463539485,Pending
B3687,3687,2024-03-15,19231300.127248216,Partial
B3701,3701,2025-01-28,11550178.554668967,Partial
B3711,3711,2024-06-10,8295915.856807254,Pending
B3712,3712,2024-05-13,10630016.859361567,Pending
B3713,3713,2024-04-18,7754069.681440432,Partial
B3717,3717,2024-10-21,12067896.538326541,Paid
B3730,3730,2024-11-25,13011228.852913573,Paid
B3732,3732,2024-07-12,8307149.429935321,Pending
B3739,3739,2025-02-08,12196623.73116682,Paid
B3740,3740,2024-05-29,11553700.658674682,Pending
B3741,3741,2024-04-27,5233716.645784842,Paid
B3742,3742,2024-09-23,12224155.366489965,Pending
B3743,3743,2024-09-13,20415662.37461747,Partial
B3756,3756,2025-01-09,13630031.495355817,Pending
B3760,3760,2024-02-03,15147965.882755632,Partial
B3778,3778,2024-02-08,5746945.90203139,Paid
B3790,3790,2024-06-28,15856807.184766816,Paid
B3811,3811,2024-04-21,13368524.196234519,Partial
B3812,3812,2025-01-05,6687938.278545044,Pending
B3814,3814,2024-04-16,9446841.021517364,Partial
B3822,3822,2024-11-11,13700924.609366348,Partial
B3823,3823,2024-12-30,11273639.677201053,Paid
B3830,3830,2024-07-04,20865521.376889307,Partial
B3831,3831,2024-10-26,20683511.19995797,Partial
B3833,3833,2025-01-09,20049704.129830386,Partial
B3849,3849,2024-11-08,16273797.65959755,Paid
B3851,3851,2024-12-05,7564284.970520984,Paid
B3852,3852,2024-03-29,4075739.7030487712,Partial
B3861,3861,2024-02-24,15478697.226930894,Pending
B3865,3865,2024-02-28,3778616.8027565414,Pending
B3868,3868,2024-09-19,4495945.02559159,Paid
B3879,3879,2024-11-09,7348757.8798477,Pending
B3880,3880,2024-06-08,4156688.2710471423,Paid
B3887,3887,2024-08-17,7947133.957666768,Partial
B3892,3892,2024-03-26,11015831.131673828,Pending
B3893,3893,2024-06-24,10353656.54915522,Pending
B3901,3901,2024-05-27,3513866.571989001,Pending
B3906,3906,2024-09-12,19120128.738265105,Partial
B3908,3908,2024-10-16,20594277.83615284,Partial
B3909,3909,2024-07-21,16854679.47730921,Pending
B3912,3912,2024-04-07,7215146.723165013,Pending
B3913,3913,2024-12-28,7991589.559207206,Paid
B3919,3919,2024-07-18,15235081.649491727,Partial
B3924,3924,2024-08-27,5260632.577437801,Partial
B3925,3925,2024-08-31,14264448.915977092,Paid
B3929,3929,2024-03-17,18790380.86405503,Pending
B3931,3931,2024-08-03,20798665.037422664,Partial
B3936,3936,2024-06-12,19952354.300715894,Partial
B3943,3943,2024-10-11,15334245.611956889,Paid
B3948,3948,2025-01-28,11678987.181212513,Pending
B3951,3951,2024-03-22,10603969.179171065,Partial
B3957,3957,2024-11-14,12835068.602815464,Paid
B3961,3961,2024-04-02,11385276.076876255,Partial
B3971,3971,2024-11-15,14973208.490166802,Pending
B3975,3975,2025-01-20,13699107.374283902,Partial
B3979,3979,2024-02-02,6547457.585011668,Partial
B3987,3987,2024-07-31,17386506.068013493,Pending
B3990,3990,2024-04-06,17949180.6063855,Partial
B3991,3991,2024-12-17,9843206.660859272,Partial
B3998,3998,2024-10-22,18359898.260101873,Partial
B4000,4000,2024-10-18,18736813.17685502,Paid
B4008,4008,2024-04-12,9237858.572863845,Pending
B4009,4009,2024-07-19,12878850.597121192,Paid
B4011,4011,2024-11-23,16484683.944201183,Partial
B4012,4012,2024-07-01,10012072.670586608,Paid
B4019,4019,2025-01-14,12930171.680775054,Partial
B4052,4052,2024-07-01,17211572.63778293,Partial
B4058,4058,2024-10-20,6529486.511876587,Pending
B4071,4071,2024-06-18,7076873.791810015,Pending
B4078,4078,2024-12-26,2787919.4312474034,Paid
B4084,4084,2024-10-12,18214576.45095935,Pending
B4103,4103,2024-11-10,12896277.606132068,Pending
B4120,4120,2024-07-20,19757698.14465245,Pending
B4122,4122,2024-06-16,17702908.29855961,Pending
B4123,4123,2024-06-01,4224607.213072214,Pending
B4132,4132,2024-05-27,3302795.3229061877,Paid
B4135,4135,2024-06-06,16649420.59456911,Pending
B4136,4136,2025-01-26,19149822.592416864,Pending
B4137,4137,2024-10-11,10944358.11077862,Paid
B4139,4139,2024-03-13,22603308.70443172,Pending
B4140,4140,2024-06-04,13788891.28077491,Partial
B4153,4153,2025-01-08,8732239.904540993,Pending
B4164,4164,2024-03-05,10554462.277196996,Partial
B4165,4165,2024-12-15,3203164.8579374957,Pending
B4173,4173,2024-03-12,14562523.954508543,Partial
B4180,4180,2024-06-28,10208153.395875076,Partial
B4190,4190,2024-02-01,19419747.852725632,Paid
B4196,4196,2024-03-31,8266528.9819943905,Pending
B4198,4198,2025-01-13,7679372.060225017,Paid
B4199,4199,2024-08-11,17721435.983056795,Paid
B4200,4200,2024-07-31,13786432.342848696,Pending
B4210,4210,2024-12-29,9610734.998641184,Paid
B4214,4214,2024-05-19,16190665.174466088,Partial
B4220,4220,2024-06-27,11858656.276539017,Pending
B4222,4222,2024-09-23,11705262.761683878,Partial
B4228,4228,2024-12-04,5095145.482789033,Paid
B4231,4231,2024-02-10,13502336.125447277,Pending
B4236,4236,2024-03-31,18637839.182945885,Partial
B4243,4243,2025-01-11,19405010.537885442,Paid
B4249,4249,2024-12-21,4151749.9636670593,Paid
B4250,4250,2024-08-09,4198978.138116527,Paid
B4255,4255,2024-04-20,7466971.937411659,Partial
B4258,4258,2025-01-31,4375542.6529311035,Paid
B4269,4269,2024-02-24,9619524.421825727,Partial
B4270,4270,2024-02-25,17353060.535942536,Partial
B4293,4293,2024-12-31,15132011.507666605,Paid
B4295,4295,2024-08-24,16499708.856025407,Partial
B4296,4296,2024-11-23,15136134.738869535,Partial
B4301,4301,2024-06-12,18279182.26481717,Paid
B4318,4318,2024-10-25,18495638.497897964,Pending
B4350,4350,2024-01-20,19998217.969027616,Pending
B4368,4368,2024-12-14,5342705.705698908,Partial
B4369,4369,2024-10-04,16404162.746082446,Partial
B4373,4373,2024-09-07,12522112.994613696,Pending
B4376,4376,2024-09-20,8384224.958111597,Partial
B4378,4378,2024-03-19,15094121.885998446,Pending
B4389,4389,2024-04-19,9896106.851949034,Paid
B4390,4390,2024-09-21,8262744.620357256,Partial
B4403,4403,2024-04-24,3503381.4839885593,Partial
B4404,4404,2024-08-22,5843432.364987791,Partial
B4411,4411,2024-02-02,13052209.562926486,Pending
B4416,4416,2024-09-04,13866683.889700085,Partial
B4426,4426,2024-10-08,3957697.019975882,Partial
B4428,4428,2025-01-13,6120029.8042982165,Paid
B4432,4432,2024-09-30,13454000.120881496,Partial
B4435,4435,2024-04-19,22166921.98878819,Paid
B4440,4440,2024-06-02,10008653.703405939,Partial
B4451,4451,2024-10-14,21159667.113853496,Paid
B4454,4454,2025-01-09,10304551.872393284,Paid
B4455,4455,2024-12-03,6185624.546868194,Paid
B4469,4469,2024-11-03,12488252.55628906,Paid
B4476,4476,2024-11-09,15583718.602503909,Paid
B4484,4484,2025-01-03,9404047.18103044,Partial
B4495,4495,2024-04-09,4227626.66997978,Partial
B4501,4501,2024-02-25,10851541.672113877,Paid
B4515,4515,2024-05-19,14533777.224749114,Pending
B4519,4519,2024-09-15,19864920.904405285,Paid
B4528,4528,2024-04-01,13633035.017164132,Pending
B4551,4551,2024-06-08,11984392.56417648,Pending
B4560,4560,2024-10-10,5330959.307350263,Paid
B4564,4564,2025-01-06,14107389.964886008,Paid
B4570,4570,2024-02-07,7226456.667899502,Pending
B4574,4574,2024-11-24,23012390.376965605,Pending
B4575,4575,2024-04-06,20687721.219007768,Pending
B4582,4582,2024-05-20,15330058.395813035,Pending
B4590,4590,2024-05-13,20925519.340214018,Partial
B4597,4597,2024-09-26,19225931.121588238,Paid
B4598,4598,2025-01-07,6092071.985839101,Partial
B4600,4600,2024-11-29,17866533.47836744,Pending
B4601,4601,2024-03-23,16995755.97822339,Paid
B4602,4602,2024-07-07,10155622.02430614,Paid
B4604,4604,2024-03-19,15782256.12508107,Pending
B4605,4605,2024-03-01,11495857.640826132,Paid
B4611,4611,2024-11-12,3344945.2642380707,Paid
B4622,4622,2024-11-07,7747646.252783213,Paid
B4635,4635,2024-11-25,8679937.29340273,Paid
B4659,4659,2024-09-03,4318462.27711256,Paid
B4667,4667,2024-11-10,9910051.015781501,Paid
B4670,4670,2024-06-30,13449404.941335984,Paid
B4672,4672,2024-07-16,8126799.310161335,Paid
B4678,4678,2024-10-22,19152709.53862623,Partial
B4679,4679,2024-03-07,5439620.223392869,Pending
B4693,4693,2024-08-03,11911219.672137447,Partial
B4699,4699,2024-10-26,18684955.437195867,Pending
B4702,4702,2024-05-21,2980117.62322735,Paid
B4730,4730,2024-06-26,17899741.08567577,Paid
B4731,4731,2024-10-27,19735843.32744027,Paid
B4736,4736,2024-05-06,13310834.192623092,Partial
B4745,4745,2024-12-31,19477261.869053714,Paid
B4749,4749,2024-11-27,5962567.661076726,Paid
B4754,4754,2024-12-28,16095002.69777479,Paid
B4760,4760,2024-08-01,15472866.712666415,Pending
B4763,4763,2024-11-13,12569913.142654054,Partial
B4765,4765,2024-09-18,11442827.728060696,Partial
B4766,4766,2024-10-13,8462669.511079205,Pending
B4770,4770,2024-11-04,12571146.780668579,Pending
B4771,4771,2024-05-15,19682324.363402944,Paid
B4776,4776,2024-09-06,9260001.127905155,Partial
B4788,4788,2024-08-05,14984396.077296466,Partial
B4805,4805,2024-03-20,18094138.977924295,Paid
B4807,4807,2024-03-08,11259008.708702024,Pending
B4814,4814,2024-08-05,19785783.20216951,Paid
B4816,4816,2024-07-04,10740693.695183448,Paid
B4819,4819,2024-07-04,7139711.120055772,Partial
B4821,4821,2024-12-05,5043480.895981933,Pending
B4823,4823,2025-01-01,18013646.50142908,Paid
B4828,4828,2024-05-15,18447302.199810516,Pending
B4830,4830,2025-01-18,9816843.719099056,Paid
B4834,4834,2024-11-07,12741472.871534621,Paid
B4837,4837,2024-03-25,11522380.06930265,Paid
B4845,4845,2024-04-09,11813366.360962607,Paid
B4861,4861,2024-03-05,5565462.221966941,Paid
B4862,4862,2025-01-28,9831517.368542794,Partial
B4897,4897,2024-08-24,13617590.0603201,Partial
B4903,4903,2024-05-17,7702088.14814355,Partial
B4928,4928,2025-01-18,14192791.014875157,Paid
B4938,4938,2024-10-05,14461643.86200176,Pending
B4940,4940,2025-02-26,14533533.64662884,Pending
B4954,4954,2025-02-07,14553469.736255676,Partial
B4967,4967,2024-10-01,7627011.403675968,Partial
B4970,4970,2024-12-10,10318535.71388423,Pending
B4972,4972,2024-04-28,3536067.065122627,Partial
B4975,4975,2024-03-04,15802267.7486021,Paid
B4979,4979,2024-07-20,11220181.904418243,Paid
B4998,4998,2024-04-09,18611272.201867137,Pending
B5000,5000,2025-01-16,7996301.066021549,Pending
B5001,5001,2024-03-18,20817020.71416045,Paid
B5016,5016,2024-09-09,14907521.494533645,Paid
B5035,5035,2024-04-29,5460219.373805806,Partial
B5040,5040,2024-09-16,4728423.144210255,Partial
B5041,5041,2024-07-15,12615597.657230545,Pending
B5046,5046,2024-06-15,13856680.709937338,Paid
B5057,5057,2024-07-18,8312499.651328351,Pending
B5059,5059,2024-12-25,14432415.860244852,Pending
B5062,5062,2024-03-06,12086779.448565569,Paid
B5071,5071,2024-11-20,15872887.426083218,Partial
B5078,5078,2024-05-12,18649072.251764104,Pending
B5087,5087,2024-07-02,8527961.061881814,Pending
B5089,5089,2024-10-21,7727108.78442981,Pending
B5091,5091,2024-08-03,14586273.859188871,Pending
B5097,5097,2024-05-11,20774740.106508713,Partial
B5125,5125,2024-07-30,8076734.316398716,Partial
B5139,5139,2024-09-12,15207110.4010456,Partial
B5148,5148,2025-02-18,6111191.844014804,Pending
B5152,5152,2024-07-06,3073310.8535038447,Pending
B5162,5162,2024-09-12,3614456.5331389825,Pending
B5173,5173,2024-08-27,10865110.897946592,Partial
B5174,5174,2024-05-16,20415675.343337055,Partial
B5183,5183,2024-05-29,18433292.67542546,Pending
B5184,5184,2024-04-04,3624150.5071256775,Paid
B5200,5200,2024-02-21,8929002.72304605,Paid
B5203,5203,2024-11-29,17193945.262109824,Partial
B5209,5209,2024-04-21,11495823.167604923,Partial
B5210,5210,2025-01-14,5509768.773934758,Partial
B5214,5214,2024-04-26,12953163.426715426,Pending
B5215,5215,2024-10-25,8702107.966352401,Partial
B5225,5225,2024-10-30,17402580.43284823,Partial
B5227,5227,2024-10-01,4093717.4728564085,Paid
B5228,5228,2024-10-11,21120223.828726117,Pending
B5233,5233,2024-03-29,12058218.953195142,Partial
B5235,5235,2024-12-21,22435837.130859006,Partial
B5240,5240,2024-12-19,3867278.827542796,Paid
B5243,5243,2024-02-29,2892036.1715001916,Partial
B5244,5244,2024-12-17,4994698.330844403,Paid
B5251,5251,2024-05-14,11551821.77210817,Partial
B5256,5256,2024-03-09,14609981.699301375,Paid
B5274,5274,2024-10-11,7578968.499445388,Partial
B5275,5275,2024-08-02,9095582.562887453,Pending
B5276,5276,2024-08-04,15082369.814876815,Pending
B5279,5279,2024-04-22,20493478.348338448,Paid
B5283,5283,2024-04-21,16632852.35646466,Paid
B5284,5284,2024-08-15,12820189.89596307,Paid
B5290,5290,2024-04-10,10285708.380128028,Pending
B5300,5300,2024-08-17,19786710.149809726,Partial
B5303,5303,2024-08-10,11735599.404178908,Paid
B5306,5306,2024-09-05,21096814.49548435,Paid
B5311,5311,2024-12-05,9645233.617905755,Partial
B5314,5314,2024-11-26,8295825.612279289,Pending
B5320,5320,2024-08-09,8020562.340363339,Paid
B5324,5324,2024-07-12,18033418.021166988,Paid
B5335,5335,2024-10-26,4521729.55515568,Partial
B5336,5336,2024-05-21,12671017.20391346,Paid
B5368,5368,2024-09-17,3506220.153761228,Partial
B5375,5375,2025-01-10,18336993.428795528,Paid
B5380,5380,2024-10-02,13503445.61104452,Paid
B5393,5393,2024-05-23,12370111.082095824,Partial
B5396,5396,2024-06-27,17613081.398796618,Paid
B5397,5397,2024-04-21,7245482.8750054715,Paid
B5400,5400,2024-12-07,7039771.992208787,Pending
B5403,5403,2025-01-08,18440376.20353222,Partial
B5413,5413,2024-07-15,7789292.021297421,Partial
B5424,5424,2025-01-13,15966960.71793321,Paid
B5426,5426,2024-07-01,19936292.574267436,Pending
B5429,5429,2024-09-15,15766100.063148314,Pending
B5435,5435,2024-02-24,12116086.535645992,Paid
B5443,5443,2024-05-14,5546701.244768524,Pending
B5450,5450,2024-12-07,15337297.487167545,Partial
B5453,5453,2024-10-01,19964254.735742062,Paid
B5466,5466,2024-04-16,11903219.634873709,Paid
B5467,5467,2024-06-11,7577105.73363804,Pending
B5468,5468,2024-10-18,14916975.146886835,Partial
B5469,5469,2024-08-24,8650882.539974233,Pending
B5471,5471,2024-07-17,15040633.788608814,Pending
B5482,5482,2024-02-27,15569527.138888128,Paid
B5483,5483,2024-09-27,18567968.505534366,Pending
B5494,5494,2024-10-19,14709573.370781485,Pending
B5513,5513,2024-11-11,3465895.9578492204,Partial
B5515,5515,2025-01-03,10305457.5596863,Pending
B5518,5518,2024-07-14,19978266.453595903,Partial
B5538,5538,2024-12-08,19677773.1104875,Pending
B5544,5544,2024-01-22,12910828.365245923,Paid
B5546,5546,2024-04-01,18339360.217437193,Pending
B5551,5551,2025-01-31,21184662.9970608,Partial
B5557,5557,2024-12-16,7272805.370794609,Paid
B5564,5564,2024-09-30,18342369.526685014,Paid
B5570,5570,2024-03-07,18832608.462277707,Partial
B5573,5573,2024-05-26,10162012.041147213,Pending
B5576,5576,2024-09-15,3372179.1335839718,Partial
B5596,5596,2024-03-18,13174469.77393584,Partial
B5598,5598,2024-04-07,17413302.48035506,Partial
B5601,5601,2024-06-08,15532867.477064926,Paid
B5611,5611,2024-02-08,5375163.971634291,Pending
B5613,5613,2024-06-16,4052396.725774672,Pending
B5614,5614,2024-10-09,12707788.528726822,Pending
B5646,5646,2024-10-19,13731972.57097819,Paid
B5649,5649,2024-11-22,17863689.162365865,Pending
B5650,5650,2024-08-07,14694890.2639941,Paid
B5653,5653,2024-08-20,9756193.813912049,Pending
B5655,5655,2025-02-01,3439734.261050829,Partial
B5659,5659,2025-01-24,17183646.63343969,Pending
B5670,5670,2024-02-15,10629008.184338164,Partial
B5691,5691,2024-07-27,12263362.218616096,Pending
B5702,5702,2024-05-30,16898085.230560984,Partial
B5706,5706,2024-07-10,12903899.412735118,Pending
B5723,5723,2024-12-18,15131342.472232575,Pending
B5737,5737,2024-03-18,15889125.237675961,Paid
B5739,5739,2024-05-01,20882150.32428766,Pending
B5745,5745,2024-06-13,17817169.176328167,Partial
B5747,5747,2024-03-19,17177554.35430203,Partial
B5753,5753,2024-04-23,7284655.822935,Partial
B5761,5761,2024-12-09,20084934.07406449,Partial
B5773,5773,2024-08-16,11255694.032723518,Pending
B5790,5790,2024-12-26,15865581.403585449,Partial
B5793,5793,2024-05-09,12866755.502121396,Paid
B5798,5798,2024-04-02,10305400.883560935,Paid
B5805,5805,2024-05-20,18248005.686454255,Pending
B5808,5808,2024-03-02,21104006.110036552,Partial
B5813,5813,2024-06-01,8679378.601775397,Partial
B5830,5830,2024-10-17,6949111.799001495,Pending
B5831,5831,2024-03-08,3914470.781886738,Pending
B5841,5841,2024-12-10,14006485.871082412,Partial
B5842,5842,2024-02-28,17025483.690460492,Partial
B5848,5848,2024-12-08,17583010.11418875,Pending
B5856,5856,2024-08-08,9776633.962237084,Pending
B5865,5865,2024-07-07,17575472.669735875,Pending
B5873,5873,2024-06-15,17829214.02732835,Paid
B5875,5875,2024-10-13,14617475.845960323,Partial
B5885,5885,2024-02-25,3305699.777905209,Pending
B5888,5888,2024-12-27,11927140.064627737,Partial
B5889,5889,2024-09-13,16457531.035755834,Paid
B5893,5893,2024-05-27,16849381.5742684,Paid
B5894,5894,2024-09-12,7382388.1295678085,Pending
B5900,5900,2024-06-22,21459463.143062145,Partial
B5911,5911,2024-06-02,6619976.080394292,Pending
B5927,5927,2024-03-01,14059163.786885763,Partial
B5929,5929,2024-06-24,3855748.945479453,Partial
B5935,5935,2024-01-26,4929231.709822146,Partial
B5941,5941,2024-06-29,15723522.586503888,Paid
B5951,5951,2024-04-07,6888051.49057882,Partial
B5954,5954,2024-12-27,13626860.0860231,Paid
B5960,5960,2024-10-28,5928811.651580676,Pending
B5962,5962,2024-08-30,19144882.656577814,Paid
B5963,5963,2024-06-25,19428702.73135324,Pending
B5969,5969,2025-01-27,4819526.185716505,Partial
B5975,5975,2024-12-05,13276023.53102922,Paid
B5982,5982,2024-06-08,14309906.357309712,Partial
B5985,5985,2024-07-15,17070033.373042934,Pending
B5996,5996,2024-03-23,12923029.709741466,Partial
B6000,6000,2025-02-12,16128709.995596118,Pending
B6009,6009,2024-09-28,11086685.647922924,Paid
B6011,6011,2024-10-07,11581162.465859627,Pending
B6012,6012,2024-04-11,10910676.678534804,Pending
B6013,6013,2024-10-31,11333511.509175396,Paid
B6023,6023,2024-04-12,10059696.322450278,Partial
B6026,6026,2024-03-16,18689707.227084905,Partial
B6030,6030,2024-08-28,19617349.4759692,Partial
B6047,6047,2024-05-16,15005211.934721757,Pending
B6063,6063,2024-02-15,11670405.056876712,Paid
B6065,6065,2024-09-29,20798638.1326766,Paid
B6066,6066,2024-10-27,15937488.855922202,Paid
B6067,6067,2024-04-10,9875541.575582448,Paid
B6068,6068,2024-07-12,16731929.32087082,Partial
B6075,6075,2024-05-22,7381092.080108245,Partial
B6077,6077,2024-09-09,4271054.325132846,Pending
B6080,6080,2024-04-16,11521677.620797738,Paid
B6082,6082,2024-12-12,17120985.51164558,Partial
B6085,6085,2024-05-15,16478929.225888431,Paid
B6091,6091,2024-06-15,17602828.075776577,Pending
B6094,6094,2024-09-26,16639844.188332658,Pending
B6107,6107,2024-11-26,12378415.494350657,Partial
B6116,6116,2024-04-29,14817171.903369198,Partial
B6134,6134,2024-11-24,14668899.45079757,Paid
B6139,6139,2024-06-01,17589163.806962807,Pending
B6141,6141,2024-11-20,10546462.660575353,Paid
B6144,6144,2024-07-18,11716137.474221362,Partial
B6146,6146,2024-05-18,17249152.579427,Pending
B6150,6150,2024-09-05,16023577.837094065,Paid
B6151,6151,2024-11-17,13412729.12065077,Pending
B6174,6174,2024-11-25,9716486.776052903,Paid
B6176,6176,2024-06-10,12698423.998513019,Paid
B6178,6178,2024-11-16,9205614.800609559,Partial
B6183,6183,2024-07-23,3970187.921051939,Pending
B6189,6189,2024-10-17,19668147.246653307,Paid
B6209,6209,2025-01-18,6548909.642434439,Pending
B6217,6217,2024-06-15,21732605.9346556,Paid
B6219,6219,2024-04-22,13742740.28737572,Paid
B6232,6232,2024-07-10,19294873.136560425,Pending
B6259,6259,2024-01-17,19454675.408178303,Paid
B6260,6260,2024-07-11,18760501.343614783,Paid
B6261,6261,2024-02-28,18098462.03593943,Pending
B6269,6269,2024-06-08,19969345.4480741,Partial
B6270,6270,2025-01-19,16640904.47074265,Partial
B6286,6286,2024-12-25,16909317.195871674,Partial
B6290,6290,2025-02-09,15656879.01202963,Partial
B6294,6294,2024-05-13,21353788.130089737,Partial
B6312,6312,2024-10-04,5588138.760054528,Pending
B6319,6319,2024-10-26,12971632.09258347,Paid
B6325,6325,2024-12-08,19696728.180272404,Partial
B6331,6331,2024-02-15,7134438.4430551,Paid
B6336,6336,2024-04-28,21241475.72467007,Partial
B6337,6337,2024-05-30,16611471.561512463,Partial
B6342,6342,2024-08-24,14301932.477062449,Partial
B6344,6344,2024-02-24,14133462.23506691,Pending
B6345,6345,2024-12-18,18070091.670444243,Pending
B6354,6354,2024-12-22,11279549.725477545,Paid
B6361,6361,2024-08-11,15308874.457388487,Paid
B6392,6392,2024-11-03,14015758.581901593,Partial
B6401,6401,2024-07-21,21249625.793003757,Partial
B6407,6407,2024-10-09,14882378.218621485,Partial
B6410,6410,2024-09-04,9144742.456628462,Pending
B6412,6412,2025-01-26,17980352.720877647,Partial
B6418,6418,2024-08-11,22651831.151335735,Pending
B6419,6419,2024-02-16,6390674.47859202,Paid
B6425,6425,2024-08-14,10057049.976980276,Partial
B6442,6442,2024-05-05,4733683.21951944,Paid
B6444,6444,2024-10-21,18229781.901318572,Partial
B6450,6450,2024-04-15,16765006.029136391,Paid
B6458,6458,2024-06-27,10374043.51080652,Paid
B6460,6460,2024-09-11,3728407.2988701505,Partial
B6465,6465,2024-12-25,14461566.740679024,Paid
B6487,6487,2024-01-23,7238113.602685234,Partial
B6491,6491,2024-11-16,15913721.035863202,Partial
B6495,6495,2024-08-23,10216889.259177875,Paid
B6512,6512,2024-09-05,18483327.710487522,Pending
B6514,6514,2024-06-26,10246819.827067647,Pending
B6517,6517,2024-04-25,18095613.82753787,Partial
B6522,6522,2024-04-29,10439392.409541529,Partial
B6527,6527,2024-02-08,15906565.695904538,Pending
B6541,6541,2024-12-12,4951481.670907307,Pending
B6542,6542,2024-06-15,18751268.82984393,Paid
B6548,6548,2024-06-25,17645489.949642356,Partial
B6555,6555,2024-03-03,16317839.967463251,Paid
B6566,6566,2025-02-15,10018450.472120771,Pending
B6569,6569,2024-03-28,7802247.054417921,Pending
B6570,6570,2024-12-04,10795085.046558075,Paid
B6574,6574,2024-09-19,16798217.895621184,Paid
B6579,6579,2024-11-12,5601324.574596562,Partial
B6584,6584,2024-02-01,17182958.445243776,Paid
B6585,6585,2024-03-26,10127223.39463282,Paid
B6602,6602,2024-05-25,19170602.26151198,Partial
B6609,6609,2025-01-29,21970070.962528303,Partial
B6612,6612,2024-02-23,6138600.700871372,Paid
B6614,6614,2025-01-28,12616662.63663507,Partial
B6615,6615,2024-12-20,22853582.37232587,Paid
B6626,6626,2024-06-23,16317312.633622274,Partial
B6630,6630,2024-12-04,14333054.700399827,Paid
B6635,6635,2024-02-09,15566707.71400202,Partial
B6636,6636,2024-03-31,13011534.92326846,Partial
B6645,6645,2024-10-25,13642042.970914267,Paid
B6646,6646,2024-05-19,7298888.031869246,Paid
B6652,6652,2024-12-19,11675803.553193754,Pending
B6654,6654,2024-06-17,17131513.01980245,Pending
B6655,6655,2024-12-11,14768147.172100157,Partial
B6666,6666,2024-09-27,11890166.439306563,Partial
B6667,6667,2024-04-20,10705121.866679022,Pending
B6674,6674,2024-02-01,19575378.82067869,Paid
B6684,6684,2024-07-21,20979068.689085964,Paid
B6695,6695,2024-07-09,15704608.945959765,Pending
B6696,6696,2024-09-25,7935137.994181861,Pending
B6697,6697,2024-04-13,6712352.71008021,Partial
